,Date,State,Administered,Series_Complete_Yes
20360,2021-01-09,Nebraska,70163,0
20361,2021-01-09,District of Columbia,24298,0
20362,2021-01-09,Tennessee,211457,0
20363,2021-01-09,Maine,45380,0
20364,2021-01-09,Utah,71933,0
20365,2021-01-09,Minnesota,140703,0
20366,2021-01-09,South Dakota,41691,0
20367,2021-01-09,Indiana,150187,0
20368,2021-01-09,Idaho,28105,0
20369,2021-01-09,Massachusetts,163954,0
20370,2021-01-09,Florida,555268,0
20374,2021-01-09,Oregon,74928,0
20375,2021-01-09,New Mexico,56363,0
20378,2021-01-09,Georgia,142909,0
20380,2021-01-09,Virginia,206627,0
20381,2021-01-09,Alabama,66179,0
20383,2021-01-08,West Virginia,108617,0
20384,2021-01-08,Kentucky,94440,0
20385,2021-01-08,New Hampshire,47621,0
20386,2021-01-08,Nebraska,68297,0
20389,2021-01-08,California,584366,0
20390,2021-01-08,Montana,31444,0
20393,2021-01-08,Delaware,18482,0
20395,2021-01-08,Nevada,44656,0
20397,2021-01-08,Vermont,22403,0
20398,2021-01-08,Wisconsin,98373,0
20400,2021-01-08,Kansas,58841,0
20401,2021-01-08,Indiana,150187,0
20402,2021-01-08,Oklahoma,102854,0
20403,2021-01-08,Connecticut,124739,0
20404,2021-01-08,Rhode Island,30264,0
20405,2021-01-08,Maryland,114731,0
20406,2021-01-08,North Carolina,178136,0
20407,2021-01-08,Massachusetts,151430,0
20408,2021-01-08,Washington,135097,0
20410,2021-01-08,Mississippi,34406,0
20412,2021-01-08,New Jersey,175355,0
20413,2021-01-08,Illinois,266459,0
20414,2021-01-08,Wyoming,10791,0
20415,2021-01-08,Virginia,184234,0
20416,2021-01-08,Ohio,223424,0
20417,2021-01-08,Utah,71933,0
20418,2021-01-08,Maine,41429,0
20419,2021-01-08,Iowa,80621,0
20420,2021-01-08,Arkansas,40879,0
20421,2021-01-08,Arizona,106287,0
20422,2021-01-08,Alabama,57105,0
20423,2021-01-08,Tennessee,196642,0
20424,2021-01-08,Michigan,156251,0
20426,2021-01-08,New Mexico,56363,0
20427,2021-01-08,South Carolina,155303,0
20428,2021-01-08,Texas,970950,0
20430,2021-01-08,Oregon,66933,0
20431,2021-01-08,District of Columbia,21681,0
20432,2021-01-08,Florida,472629,0
20433,2021-01-08,Louisiana,94483,0
20434,2021-01-08,Minnesota,127290,0
20435,2021-01-08,Georgia,119118,0
20436,2021-01-08,Colorado,145093,0
20438,2021-01-08,Missouri,124721,0
20440,2021-01-08,Idaho,25335,0
20441,2021-01-08,New York,452895,0
20444,2021-01-08,North Dakota,29954,0
20445,2021-01-08,Pennsylvania,226478,0
20446,2021-01-08,South Dakota,36890,0
20447,2021-01-07,Nebraska,53548,0
20449,2021-01-07,Kentucky,94440,0
20452,2021-01-07,Michigan,156251,0
20453,2021-01-07,California,528173,0
20455,2021-01-07,District of Columbia,21681,0
20456,2021-01-07,Oklahoma,85850,0
20457,2021-01-07,Virginia,167398,0
20459,2021-01-07,Iowa,74224,0
20460,2021-01-07,Massachusetts,137858,0
20461,2021-01-07,Montana,27693,0
20462,2021-01-07,Missouri,113369,0
20463,2021-01-07,Oregon,61672,0
20464,2021-01-07,Arizona,88266,0
20465,2021-01-07,Delaware,16677,0
20467,2021-01-07,West Virginia,93467,0
20468,2021-01-07,Rhode Island,27696,0
20471,2021-01-07,Texas,873413,0
20472,2021-01-07,Nevada,39761,0
20473,2021-01-07,Wisconsin,82170,0
20474,2021-01-07,New York,390597,0
20475,2021-01-07,Maryland,100049,0
20476,2021-01-07,Utah,62863,0
20477,2021-01-07,New Jersey,155458,0
20478,2021-01-07,Idaho,22822,0
20479,2021-01-07,North Dakota,27289,0
20480,2021-01-07,Wyoming,9324,0
20482,2021-01-07,Ohio,175681,0
20483,2021-01-07,Pennsylvania,202498,0
20484,2021-01-07,South Carolina,137086,0
20485,2021-01-07,Minnesota,97098,0
20486,2021-01-07,Alabama,48888,0
20487,2021-01-07,Colorado,130379,0
20488,2021-01-07,Connecticut,109216,0
20490,2021-01-07,Kansas,36538,0
20492,2021-01-07,Arkansas,40879,0
20493,2021-01-07,Indiana,137212,0
20495,2021-01-07,Washington,121354,0
20496,2021-01-07,Louisiana,78608,0
20497,2021-01-07,New Hampshire,42419,0
20498,2021-01-07,North Carolina,156766,0
20499,2021-01-07,Vermont,20839,0
20500,2021-01-07,Georgia,103793,0
20503,2021-01-07,Tennessee,179811,0
20504,2021-01-07,Florida,402802,0
20506,2021-01-07,New Mexico,48303,0
20507,2021-01-07,South Dakota,33389,0
20508,2021-01-07,Illinois,235686,0
20509,2021-01-07,Maine,37128,0
20511,2021-01-07,Mississippi,28356,0
20512,2021-01-06,Alabama,43280,0
20513,2021-01-06,Michigan,124689,0
20514,2021-01-06,Colorado,122282,0
20516,2021-01-06,Oregon,55247,0
20518,2021-01-06,Pennsylvania,179354,0
20520,2021-01-06,Vermont,18740,0
20522,2021-01-06,Texas,778852,0
20524,2021-01-06,Montana,24574,0
20528,2021-01-06,District of Columbia,19366,0
20530,2021-01-06,New York,335891,0
20531,2021-01-06,North Carolina,137198,0
20532,2021-01-06,Illinois,214362,0
20534,2021-01-06,Iowa,66051,0
20535,2021-01-06,Maryland,87513,0
20536,2021-01-06,Virginia,143119,0
20537,2021-01-06,Wyoming,8360,0
20538,2021-01-06,New Hampshire,38073,0
20539,2021-01-06,Utah,56456,0
20540,2021-01-06,New Jersey,137586,0
20541,2021-01-06,Idaho,20848,0
20542,2021-01-06,Mississippi,24386,0
20544,2021-01-06,Ohio,175681,0
20545,2021-01-06,Missouri,105173,0
20546,2021-01-06,South Dakota,31267,0
20548,2021-01-06,West Virginia,77084,0
20549,2021-01-06,Indiana,123115,0
20550,2021-01-06,Kansas,31938,0
20552,2021-01-06,Oklahoma,72771,0
20553,2021-01-06,Rhode Island,25688,0
20555,2021-01-06,Connecticut,102031,0
20556,2021-01-06,Massachusetts,137858,0
20557,2021-01-06,New Mexico,44764,0
20558,2021-01-06,Maine,34201,0
20559,2021-01-06,South Carolina,120768,0
20560,2021-01-06,Nevada,36874,0
20561,2021-01-06,Wisconsin,73213,0
20562,2021-01-06,Arizona,75683,0
20563,2021-01-06,Georgia,89695,0
20564,2021-01-06,Tennessee,166389,0
20565,2021-01-06,Nebraska,36753,0
20566,2021-01-06,Florida,339032,0
20567,2021-01-06,North Dakota,23642,0
20570,2021-01-06,Arkansas,40879,0
20571,2021-01-06,Minnesota,97098,0
20572,2021-01-06,Kentucky,67673,0
20573,2021-01-06,Delaware,14835,0
20574,2021-01-06,Washington,104975,0
20575,2021-01-06,California,486087,0
20576,2021-01-06,Louisiana,64664,0
20579,2021-01-05,Texas,693852,0
20580,2021-01-05,Maryland,77274,0
20581,2021-01-05,Minnesota,86329,0
20582,2021-01-05,Delaware,13962,0
20583,2021-01-05,District of Columbia,15853,0
20584,2021-01-05,North Carolina,121881,0
20586,2021-01-05,Utah,49620,0
20587,2021-01-05,North Dakota,22358,0
20588,2021-01-05,California,456980,0
20589,2021-01-05,Pennsylvania,164552,0
20590,2021-01-05,West Virginia,65133,0
20591,2021-01-05,Kentucky,67673,0
20592,2021-01-05,South Carolina,69024,0
20595,2021-01-05,Michigan,99040,0
20596,2021-01-05,Wisconsin,67398,0
20599,2021-01-05,Louisiana,54973,0
20602,2021-01-05,Arkansas,40879,0
20603,2021-01-05,Arizona,68707,0
20605,2021-01-05,Wyoming,7654,0
20606,2021-01-05,Maine,32150,0
20607,2021-01-05,Vermont,15955,0
20608,2021-01-05,Mississippi,22174,0
20609,2021-01-05,New Jersey,120947,0
20610,2021-01-05,Montana,23526,0
20611,2021-01-05,Indiana,111223,0
20612,2021-01-05,Missouri,98589,0
20613,2021-01-05,New York,299428,0
20615,2021-01-05,Tennessee,154184,0
20616,2021-01-05,New Mexico,42379,0
20618,2021-01-05,Kansas,20158,0
20619,2021-01-05,Oklahoma,63005,0
20621,2021-01-05,Illinois,190977,0
20623,2021-01-05,Nevada,34549,0
20624,2021-01-05,Washington,96845,0
20625,2021-01-05,Connecticut,88584,0
20626,2021-01-05,Oregon,51283,0
20627,2021-01-05,Georgia,80459,0
20628,2021-01-05,Massachusetts,124450,0
20630,2021-01-05,Colorado,114492,0
20631,2021-01-05,Ohio,175681,0
20632,2021-01-05,Idaho,19575,0
20633,2021-01-05,Florida,295271,0
20634,2021-01-05,New Hampshire,33817,0
20635,2021-01-05,South Dakota,28581,0
20636,2021-01-05,Nebraska,36753,0
20637,2021-01-05,Virginia,130497,0
20638,2021-01-05,Alabama,40278,0
20639,2021-01-05,Iowa,60137,0
20641,2021-01-05,Rhode Island,23151,0
20642,2021-01-04,Virginia,110302,0
20646,2021-01-04,Kentucky,60663,0
20647,2021-01-04,California,451702,0
20648,2021-01-04,Delaware,13913,0
20650,2021-01-04,Wisconsin,66974,0
20651,2021-01-04,Florida,264512,0
20652,2021-01-04,North Dakota,22240,0
20653,2021-01-04,Oregon,48733,0
20654,2021-01-04,Connecticut,80399,0
20656,2021-01-04,Kansas,20110,0
20657,2021-01-04,Oklahoma,62900,0
20659,2021-01-04,District of Columbia,15583,0
20660,2021-01-04,New York,274713,0
20661,2021-01-04,Rhode Island,22544,0
20662,2021-01-04,Arkansas,40879,0
20664,2021-01-04,Alabama,39564,0
20665,2021-01-04,Illinois,177893,0
20666,2021-01-04,Nebraska,35644,0
20667,2021-01-04,Washington,92700,0
20669,2021-01-04,Iowa,55495,0
20670,2021-01-04,Michigan,99040,0
20671,2021-01-04,Tennessee,152516,0
20672,2021-01-04,Arizona,66059,0
20673,2021-01-04,Mississippi,21814,0
20674,2021-01-04,Nevada,34454,0
20675,2021-01-04,South Dakota,28579,0
20676,2021-01-04,Indiana,99904,0
20678,2021-01-04,New Mexico,42379,0
20679,2021-01-04,Minnesota,86329,0
20681,2021-01-04,Maine,31663,0
20682,2021-01-04,Pennsylvania,163207,0
20683,2021-01-04,West Virginia,60299,0
20684,2021-01-04,Louisiana,49693,0
20685,2021-01-04,Colorado,112447,0
20686,2021-01-04,Missouri,91817,0
20687,2021-01-04,New Hampshire,29886,0
20688,2021-01-04,North Carolina,111111,0
20689,2021-01-04,Wyoming,7654,0
20690,2021-01-04,Idaho,19126,0
20691,2021-01-04,Massachusetts,114465,0
20692,2021-01-04,New Jersey,102628,0
20693,2021-01-04,Vermont,15955,0
20694,2021-01-04,South Carolina,61615,0
20696,2021-01-04,Georgia,75157,0
20698,2021-01-04,Utah,48920,0
20699,2021-01-04,Montana,23518,0
20700,2021-01-04,Ohio,159869,0
20702,2021-01-04,Maryland,65718,0
20703,2021-01-04,Texas,623706,0
20708,2021-01-03,Kentucky,60663,0
20709,2021-01-03,Michigan,92145,0
20710,2021-01-03,Illinois,170973,0
20712,2021-01-03,Idaho,18535,0
20714,2021-01-03,Mississippi,21564,0
20715,2021-01-03,Tennessee,125370,0
20716,2021-01-03,Wyoming,7556,0
20717,2021-01-03,Georgia,75157,0
20719,2021-01-03,Maryland,63606,0
20720,2021-01-03,South Dakota,28076,0
20721,2021-01-03,Kansas,19819,0
20722,2021-01-03,Massachusetts,110279,0
20723,2021-01-03,Ohio,159869,0
20726,2021-01-03,Rhode Island,20436,0
20727,2021-01-03,South Carolina,53058,0
20728,2021-01-03,Colorado,106355,0
20729,2021-01-03,Indiana,91167,0
20730,2021-01-03,Pennsylvania,159890,0
20731,2021-01-03,Vermont,15576,0
20732,2021-01-03,New York,266044,0
20733,2021-01-03,Washington,84975,0
20736,2021-01-03,Iowa,54880,0
20737,2021-01-03,Louisiana,49589,0
20742,2021-01-03,Arizona,60779,0
20744,2021-01-03,New Hampshire,28074,0
20745,2021-01-03,New Mexico,40723,0
20746,2021-01-03,New Jersey,98818,0
20747,2021-01-03,Montana,23019,0
20748,2021-01-03,North Carolina,108001,0
20749,2021-01-03,Oregon,45303,0
20750,2021-01-03,District of Columbia,15072,0
20751,2021-01-03,Connecticut,77242,0
20752,2021-01-03,Minnesota,82476,0
20753,2021-01-03,Oklahoma,62083,0
20754,2021-01-03,Maine,30849,0
20755,2021-01-03,North Dakota,22061,0
20756,2021-01-03,California,433546,0
20757,2021-01-03,Nevada,33466,0
20759,2021-01-03,Florida,259364,0
20760,2021-01-03,Arkansas,40879,0
20762,2021-01-03,West Virginia,55238,0
20763,2021-01-03,Wisconsin,66974,0
20764,2021-01-03,Nebraska,35644,0
20765,2021-01-03,Texas,560930,0
20766,2021-01-03,Alabama,39446,0
20767,2021-01-03,Missouri,89565,0
20769,2021-01-03,Delaware,12892,0
20770,2021-01-03,Utah,47899,0
20771,2021-01-03,Virginia,101016,0
20772,2021-01-02,South Carolina,52607,0
20773,2021-01-02,Connecticut,75245,0
20774,2021-01-02,Nebraska,34066,0
20775,2021-01-02,North Carolina,102399,0
20776,2021-01-02,West Virginia,55005,0
20778,2021-01-02,Idaho,18171,0
20782,2021-01-02,Michigan,90453,0
20783,2021-01-02,Louisiana,46687,0
20785,2021-01-02,New Hampshire,27189,0
20788,2021-01-02,New Jersey,94767,0
20789,2021-01-02,Colorado,104559,0
20790,2021-01-02,Kentucky,59780,0
20791,2021-01-02,Texas,546658,0
20792,2021-01-02,Montana,22928,0
20793,2021-01-02,Pennsylvania,155983,0
20795,2021-01-02,Rhode Island,18829,0
20797,2021-01-02,Virginia,94520,0
20798,2021-01-02,Delaware,11066,0
20799,2021-01-02,South Dakota,27799,0
20801,2021-01-02,Mississippi,21150,0
20802,2021-01-02,Kansas,19636,0
20803,2021-01-02,New Mexico,40185,0
20804,2021-01-02,Arizona,59099,0
20805,2021-01-02,Maine,30849,0
20806,2021-01-02,Illinois,164782,0
20807,2021-01-02,Iowa,53191,0
20808,2021-01-02,Utah,44565,0
20810,2021-01-02,Missouri,86768,0
20811,2021-01-02,Nevada,32942,0
20812,2021-01-02,Maryland,59890,0
20813,2021-01-02,Georgia,75157,0
20814,2021-01-02,Tennessee,122215,0
20815,2021-01-02,Indiana,85751,0
20816,2021-01-02,District of Columbia,15072,0
